Tatouage,Description,CodeEx,Axe,Sens,Pr,État,Dans tunnel,Tunnel,Segment,Parent,GPS,triCode,Fermeture
L11.557H,Niche sécurité NS6 - PAU SB00X - Tunnel d'Italie,NS6/ITA,A6B,W,"0,0245",EXPLOI,Oui,ITALIE,12005944,,"48.815483,2.356417",ITA,BIC&ITA-W
L11.594C,Niche sécurité NSY-001 - PAU BS17A - Tunnel de Boissy,NS-Y1,N19,Y,"17,0371",EXPLOI,Oui,BOISSY,12013418,,"48.752857,2.512318",BOI,BOI-Y
L11.595D,Niche sécurité NSY-002 - PAU BS17B - Tunnel de Boissy,NS-Y2,N19,Y,"17,0505",EXPLOI,Oui,BOISSY,12013418,,"48.751910,2.513357",BOI,BOI-Y
L11.596E,Niche sécurité NSY-003 - PAU BS17C - Tunnel de Boissy,NS-Y3,N19,Y,"17,0655",EXPLOI,Oui,BOISSY,12013418,,"48.750706,2.514284",BOI,BOI-Y
L11.597F,Niche sécurité NSY-004 - PAU BS17D - Tunnel de Boissy,NS-Y4,N19,Y,"17,0817",EXPLOI,Oui,BOISSY,12013419,,"48.749386,2.514902",BOI,BOI-Y
L11.598G,Niche sécurité NSY-005 - PAU BS18A - Tunnel de Boissy,NS-Y5,N19,Y,"18,0012",EXPLOI,Oui,BOISSY,12013420,,"48.747696,2.514700",BOI,BOI-Y
L11.599H,Niche sécurité NSY-006 - PAU BS18B - Tunnel de Boissy,NS-Y6,N19,Y,"18,0146",EXPLOI,Oui,BOISSY,12013420,,"48.746513,2.514290",BOI,BOI-Y
L11.601K,Niche sécurité NSW-001 - PAU BS18R - Tunnel de Boissy,NS-W1,N19,W,"18,0116",EXPLOI,Oui,BOISSY,12013455,,"48.746720,2.514784",BOI,BOI-W
L11.602L,Niche sécurité NSW-002 - PAU BS18S - Tunnel de Boissy,NS-W2,N19,W,"18,0012",EXPLOI,Oui,BOISSY,12013455,,"48.747640,2.515086",BOI,BOI-W
L11.603M,Niche sécurité NSW-003 - PAU BS17R - Tunnel de Boissy,NS-W3,N19,W,"17,0814",EXPLOI,Oui,BOISSY,12013456,,"48.749416,2.515313",BOI,BOI-W
L11.604N,Niche sécurité NSW-004 - PAU BS17S - Tunnel de Boissy,NS-W4,N19,W,"17,0655",EXPLOI,Oui,BOISSY,12013457,,"48.750824,2.514650",BOI,BOI-W
L11.605P,Niche sécurité NSW-005 - PAU BS17T - Tunnel de Boissy,NS-W5,N19,W,"17,0505",EXPLOI,Oui,BOISSY,12013457,,"48.751650,2.514015",BOI,BOI-W
L11.606R,Niche sécurité NSW-006 - PAU BS17U - Tunnel de Boissy,NS-W6,N19,W,"17,037",EXPLOI,Oui,BOISSY,12013457,,"48.753048,2.512668",BOI,BOI-W
L11.607S,Niche incendie NIY-001 - Tunnel de Boissy,NI-Y1,N19,Y,"17,0368",EXPLOI,Oui,BOISSY,12013418,,"48.752857,2.512318",BOI,BOI-Y
L11.608T,Niche incendie NIY-002 - Tunnel de Boissy,NI-Y2,N19,Y,"17,0502",EXPLOI,Oui,BOISSY,12013418,,"48.751910,2.513357",BOI,BOI-Y
L11.609U,Niche incendie NIY-003 - Tunnel de Boissy,NI-Y3,N19,Y,"17,0652",EXPLOI,Oui,BOISSY,12013418,,"48.750706,2.514284",BOI,BOI-Y
L11.611W,Niche incendie NIY-004 - Tunnel de Boissy,NI-Y4,N19,Y,"17,0814",EXPLOI,Oui,BOISSY,12013419,,"48.749386,2.514902",BOI,BOI-Y
L11.612X,Niche incendie NIY-005 - Tunnel de Boissy,NI-Y5,N19,Y,"18,0009",EXPLOI,Oui,BOISSY,12013420,,"48.747696,2.514700",BOI,BOI-Y
L11.613Y,Niche incendie NIY-006 - Tunnel de Boissy,NI-Y6,N19,Y,"18,0143",EXPLOI,Oui,BOISSY,12013420,,"48.746513,2.514290",BOI,BOI-Y
L11.614A,Niche incendie NIW-001 - Tunnel de Boissy,NI-W1,N19,W,"18,0113",EXPLOI,Oui,BOISSY,12013455,,"48.746720,2.514784",BOI,BOI-W
L11.615C,Niche incendie NIW-002 - Tunnel de Boissy,NI-W2,N19,W,"18,0009",EXPLOI,Oui,BOISSY,12013455,,"48.747618,2.515087",BOI,BOI-W
L11.616D,Niche incendie NIW-003 - Tunnel de Boissy,NI-W3,N19,W,"17,0817",EXPLOI,Oui,BOISSY,12013456,,"48.749416,2.515313",BOI,BOI-W
L11.617E,Niche incendie NIW-004 - Tunnel de Boissy,NI-W4,N19,W,"17,0652",EXPLOI,Oui,BOISSY,12013457,,"48.750824,2.514650",BOI,BOI-W
L11.618F,Niche incendie NIW-005 - Tunnel de Boissy,NI-W5,N19,W,"17,0502",EXPLOI,Oui,BOISSY,12013457,,"48.752040,2.513731",BOI,BOI-W
L11.619G,Niche incendie NIW-006 - Tunnel de Boissy,NI-W6,N19,W,"17,0368",EXPLOI,Oui,BOISSY,12013457,,"48.753048,2.512668",BOI,BOI-W
L11.643K,Niche sécurité NSY-001 - PAU TY02A - Tunnel d'Orly,NSY-001/ORLY,N7,Y,"2,06",EXPLOI,Oui,ORLY,12013400,,"48.729250,2.368066",ORL,ORL
L11.646N,Niche sécurité NSY-002 - PAU TY02B - Tunnel d'Orly,NSY-002/ORLY,N7,Y,"2,0785",EXPLOI,Oui,ORLY,12013400,,"48.727970,2.368643",ORL,ORL
L11.648R,Niche sécurité NSY-003 - PAU TY02C - Tunnel d'Orly,NSY-003/ORLY,N7,Y,"2,0971",EXPLOI,Non,ORLY,12013400,,"48.726074,2.369342",ORL,ORL
L11.649S,Niche sécurité NSY-004 - PAU TY03A - Tunnel d'Orly,NSY-004/ORLY,N7,Y,"3,03",EXPLOI,Non,ORLY,12013401,,"48.723164,2.370407",ORL,ORL
L11.652V,Niche sécurité NSY-005 - PAU TY03B - Tunnel d'Orly,NSY-005/ORLY,N7,Y,"3,0504",EXPLOI,Oui,ORLY,12013401,,"48.721676,2.370542",ORL,ORL
L11.654X,Niche sécurité NSY-006 - PAU TY03C - Tunnel d'Orly,NSY-006/ORLY,N7,Y,"3,0644",EXPLOI,Non,ORLY,12013402,,"48.720100,2.370580",ORL,ORL
L11.655Y,Niche sécurité NSW-006 - PAU TY03R - Tunnel d'Orly,NSW-006/ORLY,N7,W,"3,0644",EXPLOI,Non,ORLY,12013406,,"48.720070,2.370874",ORL,ORL
L11.658D,Niche sécurité NSW-005 - PAU TY03S - Tunnel d'Orly,NSW-005/ORLY,N7,W,"3,0494",EXPLOI,Oui,ORLY,12013405,,"48.721760,2.370866",ORL,ORL
L11.661G,Niche sécurité NSW-004 - PAU TY03T - Tunnel d'Orly,NSW-004/ORLY,N7,W,"3,03",EXPLOI,Non,ORLY,12013405,,"48.723200,2.370701",ORL,ORL
L11.662H,Niche sécurité NSW-003 - PAU TY02R - Tunnel d'Orly,NSW-003/ORLY,N7,W,"2,0971",EXPLOI,Non,ORLY,12013404,,"48.726044,2.369661",ORL,ORL
L11.664K,Niche sécurité NSW-002 - PAU TY02S - Tunnel d'Orly,NSW-002/ORLY,N7,W,"2,0785",EXPLOI,Oui,ORLY,12013404,,"48.727966,2.368826",ORL,ORL
L11.666M,Niche sécurité NSW-001 - PAU TY02T - Tunnel d'Orly,NSW-001/ORLY,N7,W,"2,06",EXPLOI,Oui,ORLY,12013404,,"48.729250,2.368293",ORL,ORL
L11.742D,Niche sécurité NSY-001 - PAU MZ08A - Tunnel Dreyer,NSY-001/CHA,A4,Y,"8,0877",EXPLOI,Non,CHAMPIGNY,12004890,,"48.828608,2.501019",CHA,CHA-Y
L11.769K,Niche sécurité en entrée - PAU RE45U - Couverture de la Saussaie,NSE/SAUSSAIE,A86EST,E,"45,018",EXPLOI,Non,MOULIN,12005543,,"48.769161,2.379617",MOU,GMO&MOU-E
L11.771M,Niche sécurité en sortie - PAU RE45V - Couverture de la Saussaie,NSS/SAUSSAIE,A86EST,E,"44,0945",EXPLOI,Non,MOULIN,12005543,,,MOU,GMO&MOU-E
L11.804C,Niche sécurité NSI-007 - PAU RN21F - Tunnel de Bobigny,NSI-007/BOB,A86NORD,I,21,EXPLOI,Oui,BOBIGNY,12005280,,,BDR,BLN&CRN-I
L11.805D,Niche sécurité NSI-009 - PAU RN21G - Tunnel de Bobigny,NSI-009/BOB,A86NORD,I,"21,03",EXPLOI,Oui,BOBIGNY,12005281,,,BDR,BLN&CRN-I
L11.806E,Niche sécurité NSI-012 - PAU RN21H - Tunnel de Bobigny,NSI-012/BOB,A86NORD,I,"21,056",EXPLOI,Oui,BOBIGNY,12005281,,,BDR,BLN&CRN-I
L11.807F,Niche sécurité NSE-007 - PAU RN21V - Tunnel de Bobigny,NSE-007/BOB,A86NORD,E,"21,033",EXPLOI,Oui,BOBIGNY,12005463,,,BDR,BLN&CRN-E
L11.808G,Niche sécurité NSE-011 - PAU RN20W - Tunnel de Bobigny,NSE-011/BOB,A86NORD,E,"20,078",EXPLOI,Oui,BOBIGNY,12011688,,,BDR,BLN&CRN-E
L11.809H,Niche sécurité NSE-009 - PAU RN21W - Tunnel de Bobigny,NSE-009/BOB,A86NORD,E,"21,004",EXPLOI,Oui,BOBIGNY,12005463,,,BDR,BLN&CRN-E
L11.811K,Niche sécurité NSI-005 - PAU RN20F - Tunnel de Bobigny,NSI-005/BOB,A86NORD,I,"20,078",EXPLOI,Oui,BOBIGNY,12005280,,,BDR,BLN&CRN-I
L11.861U,Niche sécurité NSW-001 - PAU NG01T - Tunnel Trinity,NSW-001/TRI,N192,W,"0,073",EXPLOI,Non,TRINITY,12011973,,,TRI,A14&NEU-W
L11.862V,Niche sécurité NSW-002 - PAU NG01S - Tunnel Trinity,NSW-002/TRI,N192,W,"0,0583",EXPLOI,Non,TRINITY,12004433,,,TRI,A14&NEU-W
L11.863W,Niche sécurité NSY-001 - PAU NG01A - Tunnel Trinity,NSY-001/TRI,N192,Y,"0,0575",EXPLOI,Non,TRINITY,12004499,,,TRI,A14&NEU-Y
L11.864X,Niche sécurité NSY-002 - PAU NG01B - Tunnel Trinity,NSY-002/TRI,N192,Y,"0,073",EXPLOI,Non,TRINITY,12017515,,,TRI,A14&NEU-Y
L11.902T,Niche Inspection PN6-W - Tunnel de Boissy,PN6-W,N19,W,"18,0232",EXPLOI,Non,BOISSY,12013455,,"48.745673,2.514443",BOI,BOI-W
L11.903U,Niche Inspection PN7-W - Tunnel de Boissy,PN7-W,N19,W,"18,0342",EXPLOI,Non,BOISSY,12013455,,"48.744692,2.514120",BOI,BOI-W
L11.904V,Niche Inspection PN8-W - Tunnel de Boissy,PN8-W,N19,W,"18,0492",EXPLOI,Non,BOISSY,12013455,,"48.743360,2.513684",BOI,BOI-W
L11.905W,Niche Inspection PN9-W - Tunnel de Boissy,PN9-W,N19,W,"18,0643",EXPLOI,Non,BOISSY,12013454,,"48.742107,2.513751",BOI,BOI-W
L11.906X,Niche Inspection PN6-Y - Tunnel de Boissy,PN6-Y,N19,Y,"18,0232",EXPLOI,Non,BOISSY,12013420,,"48.745716,2.514008",BOI,BOI-Y
L11.907Y,Niche Inspection PN7-Y - Tunnel de Boissy,PN7-Y,N19,Y,"18,0342",EXPLOI,Non,BOISSY,12013420,,"48.744740,2.513698",BOI,BOI-Y
L11.908A,Niche Inspection PN8-Y - Tunnel de Boissy,PN8-Y,N19,Y,"18,0492",EXPLOI,Non,BOISSY,12013420,,"48.743428,2.513263",BOI,BOI-Y
L11.909C,Niche Inspection PN9-Y - Tunnel de Boissy,PN9-Y,N19,Y,"18,0643",EXPLOI,Non,BOISSY,12013421,,"48.742012,2.513249",BOI,BOI-Y
L11.938L,Niche sécurité NSY-002 - PAU LR05C - Tunnel de Fontenay,NSY-002/FON,A12,Y,"5,0411",EXPLOI,Oui,FONTENAY,12016620,,"48.806040,2.051010",FLF,FLF-Y
L11.939M,Niche incendie de l'issue de secours n°421a,NS-421a/FON,A12,Y,"5,0416",EXPLOI,Oui,FONTENAY,12016620,,"48.806040,2.051010",FLF,FLF-Y
L11.941P,Niche sécurité NSY-003 - PAU LR05D - Tunnel de Fontenay,NSY-003/FON,A12,Y,"5,0476",EXPLOI,Oui,FONTENAY,12016620,,"48.805515,2.050474",FLF,FLF-Y
L11.942R,Niche incendie de l'issue de secours n°421b,NS-421b/FON,A12,Y,"5,0476",EXPLOI,Oui,FONTENAY,12016620,,"48.805515,2.050474",FLF,FLF-Y
L11.943S,Niche sécurité NSW-002 - PAU LR05T - Tunnel de Fontenay,NSW-002/FON,A12,W,"5,0486",EXPLOI,Oui,FONTENAY,12016622,,"48.805294,2.050994",FLF,FLF-W
L11.944T,Niche incendie de l'issue de secours n°423a,NS-423a/FON,A12,W,"5,0486",PROJET,Oui,FONTENAY,12016622,,"48.805294,2.050994",FLF,FLF-W
L11.945U,Niche sécurité NSW-003 - PAU LR05U - Tunnel de Fontenay,NSW-003/FON,A12,W,"5,0416",EXPLOI,Oui,FONTENAY,12016622,,"48.805843,2.051530",FLF,FLF-W
L11.946V,Niche incendie de l'issue de secours n°423b,NS-423b/FON,A12,W,"5,0416",EXPLOI,Oui,FONTENAY,12016622,,"48.805843,2.051530",FLF,FLF-W
L11.947W,Niche sécurité - Entré Y - PAU LR05A - Tunnel de Fontenay,NSEY/FON,A12,Y,"5,0262",EXPLOI,Non,FONTENAY,12016620,,"48.807095,2.051986",FLF,FLF-Y
L11.948X,Niche sécurité - Sortie Y - PAU LR05F - Tunnel de Fontenay,NSSY/FON,A12,Y,"5,0664",EXPLOI,Non,FONTENAY,12016620,,"48.803932,2.049182",FLF,FLF-Y
L11.949Y,Niche sécurité - Entré W - PAU LR05R - Tunnel de Fontenay,NSEW/FON,A12,W,"5,066",EXPLOI,Non,FONTENAY,12016622,,"48.803936,2.049612",FLF,FLF-W
L11.951C,Niche sécurité - Sortie W - PAU LR05W - Tunnel de Fontenay,NSSW/FON,A12,W,"5,027",EXPLOI,Non,FONTENAY,12016622,,"48.806843,2.052555",FLF,FLF-W
L11.959L,Niche sécurité NSEE/NAN - PAU RW80R - Tunnel de Nanterre-La Défense,NAN-NSEE/DEF,A86OUEST,E,"80,0146",EXPLOI,Non,NANTERRE_CENTRE,12005729,,"48.902800,2.204336",NAN,NAN-E
