,Tatouage,Description,Code Exploitant,Entité,Axe,Sens,Pr,Type d'Axe,Axe 2aire,État,Local,Dans tunnel,Tunnel,Famille,Type Famille,Linéaire,Segment,Niveau,Parent,Mainteneur,Détenteur,Latitude,Longitude,GPS,Responsable,Date de mise en service,Fonction F40,Fonction Symptome,ID ISIDORE,Pr fin
775,L10.906J,LTU C NORD / Local GTC,C-NORD_GTC,AGER_OUEST_N,A14,Y,"3,01",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004510,2,L10.292D,PCTT_OUEST,DIRIF,"48,89901","2,215122","48.899010,2.215122",UER_NANTERRE,,C11,BAT,,"3,01"
776,L10.907K,LTU C NORD / Local HT,C-NORD_HT,AGER_OUEST_N,A14,Y,"3,01",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU-HT,A14Y,12004510,2,L10.292D,PCTT_OUEST,DIRIF,"48,89901","2,215122","48.899010,2.215122",UER_NANTERRE,,C11,BAT,,"3,01"
777,L10.908L,LTU C NORD / Local TGBT,C-NORD_TGBT,AGER_OUEST_N,A14,Y,"3,01",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004510,2,L10.292D,PCTT_OUEST,DIRIF,"48,89901","2,215122","48.899010,2.215122",UER_NANTERRE,,C11,BAT,,"3,01"
778,L10.909M,LTU C SUD / Local GTC,C-SUD_GTC,AGER_OUEST_N,A14,W,"3,01",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004439,2,L10.294F,PCTT_OUEST,DIRIF,"48,898296","2,215936","48.898296,2.215936",UER_NANTERRE,,C11,BAT,,"3,01"
779,L10.911P,LTU C SUD / Local HT,C-SUD_HT,AGER_OUEST_N,A14,W,"3,01",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LTU-HT,A14W,12004439,2,L10.294F,PCTT_OUEST,DIRIF,"48,898296","2,215936","48.898296,2.215936",UER_NANTERRE,,C11,BAT,,"3,01"
780,L10.912R,LTU C SUD / Local TGBT,C-SUD_TGBT,AGER_OUEST_N,A14,W,"3,01",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004439,2,L10.294F,PCTT_OUEST,DIRIF,"48,898296","2,215936","48.898296,2.215936",UER_NANTERRE,,C11,BAT,,"3,01"
781,L10.913S,LTU D NORD / Local GTC,D-NORD_GTC,AGER_OUEST_N,A14,Y,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004514,2,L10.293E,PCTT_OUEST,DIRIF,"48,90135","2,205067","48.901350,2.205067",UER_NANTERRE,,C11,BAT,,"3,08"
782,L10.914T,LTU D NORD / Local HT,D-NORD_HT,AGER_OUEST_N,A14,Y,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU-HT,A14Y,12004514,2,L10.293E,PCTT_OUEST,DIRIF,"48,90135","2,205067","48.901350,2.205067",UER_NANTERRE,,C11,BAT,,"3,08"
783,L10.915U,LTU D NORD / Local Opérateurs Téléphonie,D-NORD_TEL,AGER_OUEST_N,A14,Y,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004514,2,L10.293E,PCTT_OUEST,DIRIF,"48,90135","2,205067","48.901350,2.205067",UER_NANTERRE,,C11,BAT,,"3,08"
784,L10.916V,LTU D NORD / Local Radio,D-NORD_RADIO,AGER_OUEST_N,A14,Y,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004514,2,L10.293E,PCTT_OUEST,DIRIF,"48,90135","2,205067","48.901350,2.205067",UER_NANTERRE,,C11,BAT,,"3,08"
785,L10.917W,LTU D NORD / Local TGBT,D-NORD_TGBT,AGER_OUEST_N,A14,Y,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004514,2,L10.293E,PCTT_OUEST,DIRIF,"48,90135","2,205067","48.901350,2.205067",UER_NANTERRE,,C11,BAT,,"3,08"
786,L10.918X,LTU D NORD / Local Ventilation,D-NORD_AF,AGER_OUEST_N,A14,Y,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004514,2,L10.293E,PCTT_OUEST,DIRIF,"48,90135","2,205067","48.901350,2.205067",UER_NANTERRE,,C11,BAT,,"3,08"
787,L10.919Y,LTU D SUD / Local GTC,D-SUD_GTC,AGER_OUEST_N,A14,W,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004442,2,L10.295G,PCTT_OUEST,DIRIF,"48,900574","2,205942","48.900574,2.205942",UER_NANTERRE,,C11,BAT,,"3,08"
788,L10.921C,LTU D SUD / Local HT,D-SUD_HT,AGER_OUEST_N,A14,W,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU-HT,A14W,12004442,2,L10.295G,PCTT_OUEST,DIRIF,"48,900574","2,205942","48.900574,2.205942",UER_NANTERRE,,C11,BAT,,"3,08"
789,L10.922D,LTU D SUD / Local Surpresseur,D-SUD_SURP,AGER_OUEST_N,A14,W,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004442,2,L10.295G,PCTT_OUEST,DIRIF,"48,900574","2,205942","48.900574,2.205942",UER_NANTERRE,,C11,BAT,,"3,08"
790,L10.923E,LTU D SUD / Local TGBT,D-SUD_TGBT,AGER_OUEST_N,A14,W,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004442,2,L10.295G,PCTT_OUEST,DIRIF,"48,900574","2,205942","48.900574,2.205942",UER_NANTERRE,,C11,BAT,,"3,08"
791,L10.924F,LTU D SUD / Local Ventilation,D-SUD_AF,AGER_OUEST_N,A14,W,"3,08",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004442,2,L10.295G,PCTT_OUEST,DIRIF,"48,900574","2,205942","48.900574,2.205942",UER_NANTERRE,,C11,BAT,,"3,08"
792,L10.925G,LTU FAIDHERBE / Local GTC,FAIDHERBE_GTC,AGER_OUEST_N,A86OUEST,I,"79,039",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005652,2,L10.298K,PCTT_OUEST,DIRIF,"48,89763","2,197972","48.897630,2.197972",UER_NANTERRE,,C11,BAT,,"79,039"
793,L10.926H,LTU FAIDHERBE / Local HT,FAIDHERBE_HT,AGER_OUEST_N,A86OUEST,I,"79,039",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU-HT,A86OUESTI,12005652,2,L10.298K,PCTT_OUEST,DIRIF,"48,89763","2,197972","48.897630,2.197972",UER_NANTERRE,,C11,BAT,,"79,039"
794,L10.927J,LTU FAIDHERBE / Local Onduleur,FAIDHERBE_OND,AGER_OUEST_N,A86OUEST,I,"79,039",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005652,2,L10.298K,PCTT_OUEST,DIRIF,"48,89763","2,197972","48.897630,2.197972",UER_NANTERRE,,C11,BAT,,"79,039"
795,L10.928K,LTU FAIDHERBE / Local TGBT,FAIDHERBE_TGBT,AGER_OUEST_N,A86OUEST,I,"79,039",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005652,2,L10.298K,PCTT_OUEST,DIRIF,"48,89763","2,197972","48.897630,2.197972",UER_NANTERRE,,C11,BAT,,"79,039"
796,L10.929L,LTU HOCHE / Local GTC,HOCHE_GTC,AGER_OUEST_N,A86OUEST,I,"79,0715",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12011818,2,L10.299L,PCTT_OUEST,DIRIF,"48,90007","2,200658","48.900070,2.200658",UER_NANTERRE,,C11,BAT,,"79,0715"
797,L10.931N,LTU HOCHE / Local TGBT,HOCHE_TGBT,AGER_OUEST_N,A86OUEST,I,"79,0715",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU-HT,A86OUESTI,12011818,2,L10.299L,PCTT_OUEST,DIRIF,"48,90007","2,200658","48.900070,2.200658",UER_NANTERRE,,C11,BAT,,"79,0715"
798,L10.932P,LTU HOCHE / Local Batterie,HOCHE_BATT,AGER_OUEST_N,A86OUEST,I,"79,0715",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12011818,2,L10.299L,PCTT_OUEST,DIRIF,"48,90007","2,200658","48.900070,2.200658",UER_NANTERRE,,C11,BAT,,"79,0715"
799,L10.933R,LTU HOCHE / Local Onduleur,HOCHE_OND,AGER_OUEST_N,A86OUEST,I,"79,0715",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12011818,2,L10.299L,PCTT_OUEST,DIRIF,"48,90007","2,200658","48.900070,2.200658",UER_NANTERRE,,C11,BAT,,"79,0715"
800,L10.934S,LTU HOCHE / Station de Pompage,SP_HOCHE,AGER_OUEST_N,A86OUEST,I,"79,0715",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-SP,A86OUESTI,12011818,2,L10.299L,PCTT_OUEST,DIRIF,"48,90024","2,200403","48.900240,2.200403",UER_NANTERRE,,C4,BAT,,"79,0715"
801,L10.935T,LTU JULES QUENTIN / Local Groupe Electrogène,JULES-QUENTIN_GE,AGER_OUEST_N,A86OUEST,E,"78,07",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTE,12005723,2,L10.297J,PCTT_OUEST,DIRIF,"48,89495","2,191475","48.894950,2.191475",UER_NANTERRE,,C11,BAT,,"78,07"
802,L10.936U,LTU JULES QUENTIN / Local GTC,JULES-QUENTIN_GTC,AGER_OUEST_N,A86OUEST,E,"78,07",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTE,12005723,2,L10.297J,PCTT_OUEST,DIRIF,"48,89495","2,191475","48.894950,2.191475",UER_NANTERRE,,C11,BAT,,"78,07"
803,L10.937V,LTU JULES QUENTIN / Local HTA Distribution,JULES-QUENTIN_HT,AGER_OUEST_N,A86OUEST,E,"78,07",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU-HT,A86OUESTE,12005723,2,L10.297J,PCTT_OUEST,DIRIF,"48,89495","2,191475","48.894950,2.191475",UER_NANTERRE,,C11,BAT,,"78,07"
804,L10.938W,LTU JULES QUENTIN / Local HT Livraison,JULES-QUENTIN_PL,AGER_OUEST_N,A86OUEST,E,"78,07",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-PL,A86OUESTE,12005723,2,L10.297J,PCTT_OUEST,DIRIF,"48,89495","2,191475","48.894950,2.191475",UER_NANTERRE,,C11,BAT,,"78,07"
805,L10.939X,LTU JULES QUENTIN / Local Radio,JULES-QUENTIN_RADIO,AGER_OUEST_N,A86OUEST,E,"78,07",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTE,12005723,2,L10.297J,PCTT_OUEST,DIRIF,"48,89495","2,191475","48.894950,2.191475",UER_NANTERRE,,C11,BAT,,"78,07"
806,L10.941A,LTU JULES QUENTIN / Local TGBT,JULES-QUENTIN_TGBT,AGER_OUEST_N,A86OUEST,E,"78,07",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTE,12005723,2,L10.297J,PCTT_OUEST,DIRIF,"48,89495","2,191475","48.894950,2.191475",UER_NANTERRE,,C11,BAT,,"78,07"
807,L10.942C,LTU JULES QUENTIN / Local HT Transformateur 2 - Intérieur,JULES-QUENTIN_HT-TR2,AGER_OUEST_N,A86OUEST,E,"78,07",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU-HT,A86OUESTE,12005723,2,L10.297J,PCTT_OUEST,DIRIF,"48,89495","2,191475","48.894950,2.191475",UER_NANTERRE,,C11,BAT,,"78,07"
808,L10.943D,LTU JULES QUENTIN / Station de Pompage,SP_JULES-QUENTIN,AGER_OUEST_N,A86OUEST,E,"78,07",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-SP,A86OUESTE,12005723,2,L10.297J,PCTT_OUEST,DIRIF,"48,894978","2,191472","48.894978,2.191472",UER_NANTERRE,,C4,BAT,,"78,07"
809,L10.944E,LTU Local de Ventilation W1,LOCAL_W1,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12W,12016622,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
810,L10.945F,LTU Local de Ventilation W2,LOCAL_W2,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12W,12016622,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
811,L10.946G,LTU Local de Ventilation W3,LOCAL_W3,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12W,12016622,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
812,L10.947H,LTU Local de Ventilation W4,LOCAL_W4,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12W,12016622,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
813,L10.948J,LTU Local de Ventilation W5,LOCAL_W5,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12W,12016622,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
814,L10.949K,LTU Local de Ventilation Y1,LOCAL_Y1,AGER_OUEST_B,A12,Y,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12Y,12016620,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
815,L10.951M,LTU Local de Ventilation Y2,LOCAL_Y2,AGER_OUEST_B,A12,Y,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12Y,12016620,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
816,L10.952N,LTU Local de Ventilation Y3,LOCAL_Y3,AGER_OUEST_B,A12,Y,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12Y,12016620,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
817,L10.953P,LTU Local de Ventilation Y4,LOCAL_Y4,AGER_OUEST_B,A12,Y,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12Y,12016620,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
818,L10.954R,LTU Local de Ventilation Y5,LOCAL_Y5,AGER_OUEST_B,A12,Y,"5,032",,,EXPLOI,,Oui,FONTENAY,LOCAL,LOCAL-LTU,A12Y,12016620,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"5,032"
819,L10.955S,Station de Pompage Neuilly-Est,SP_NEUILLY-EST,AGER_OUEST_N,N13,Y,"7,0858",,,EXPLOI,,Non,NEUILLY,LOCAL,LOCAL-SP,N13Y,12004486,1,,PCTT_OUEST,DIRIF,"48,88421","2,262317","48.884210,2.262317",UER_NANTERRE,,C4,BAT,,"7,0858"
820,L10.956T,LTU NEUILLY EST / Local Ventilation,NEUILLY-EST_AF,AGER_OUEST_N,N13,Y,"7,0923",,,EXPLOI,,Oui,NEUILLY,LOCAL,LOCAL-LTU,N13Y,12004486,2,L10.327U,PCTT_OUEST,DIRIF,"48,884525","2,261622","48.884525,2.261622",UER_NANTERRE,,C11,BAT,,"7,0923"
821,L10.957U,Station de Pompage Neuilly-Ouest,SP_NEUILLY-OUEST,AGER_OUEST_N,N13,W,"8,015",,,EXPLOI,,Non,NEUILLY,LOCAL,LOCAL-SP,N13W,12004423,1,,PCTT_OUEST,DIRIF,"48,88518","2,258492","48.885180,2.258492",UER_NANTERRE,,C4,BAT,,"8,015"
822,L10.958V,LTU NEUILLY OUEST / Local TGBT,NEUILLY-OUEST_TGBT,AGER_OUEST_N,N13,W,"8,0256",,,EXPLOI,,Oui,NEUILLY,LOCAL,LOCAL-LTU-HT,N13W,12004423,2,L10.326T,PCTT_OUEST,DIRIF,"48,885735","2,257267","48.885735,2.257267",UER_NANTERRE,,C11,BAT,,"8,0256"
823,L10.959W,LTU NEUILLY OUEST / Local Onduleur,NEUILLY-OUEST_OND,AGER_OUEST_N,N13,W,"8,0256",,,EXPLOI,,Oui,NEUILLY,LOCAL,LOCAL-LTU,N13W,12004423,2,L10.326T,PCTT_OUEST,DIRIF,"48,885735","2,257267","48.885735,2.257267",UER_NANTERRE,,C11,BAT,,"8,0256"
824,L10.961Y,LTU NEUILLY OUEST / Local Ventilation,NEUILLY-OUEST_AF,AGER_OUEST_N,N13,W,"8,0256",,,EXPLOI,,Oui,NEUILLY,LOCAL,LOCAL-LTU,N13W,12004423,2,L10.326T,PCTT_OUEST,DIRIF,"48,885735","2,257267","48.885735,2.257267",UER_NANTERRE,,C11,BAT,,"8,0256"
825,L10.962A,Station de Pompage Pierre Timbaud,SP_PIERRE-TIMBAUD,AGER_OUEST_N,N315,Y,"3,04",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-SP,N315Y,12005087,1,,PCTT_OUEST,DIRIF,"48,933685","2,30245","48.933685,2.302450",UER_NANTERRE,,C4,BAT,,"3,04"
826,L10.963C,Local TGBT de la station de Pompage Point Bas,TGBT_POINTBAS,AGER_OUEST_B,A13,Y,"1,05",,,EXPLOI,,Non,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13Y,12004612,1,,PCTT_OUEST,DIRIF,"48,84849","2,2365","48.848490,2.236500",COMMUNE,,C11,BAT,,"1,05"
827,L10.964D,Station de Pompage de Pontchartrain,SP_PONTCHARTRAIN,AGER_OUEST_B,N12,W,"37,0608",,,EXPLOI,,Non,CHENNEVIERES,LOCAL,LOCAL-SP,N12W,12012307,1,,PCTT_OUEST,DIRIF,"48,798145","1,912942","48.798145,1.912942",UER_JOUY-EN-JOSAS,,C4,BAT,,"37,0608"
828,L10.965E,LTU PONTCHARTRAIN / Local HT,PONTCHARTRAIN_HT,AGER_OUEST_B,N12,Y,"37,026",,,EXPLOI,,Non,CHENNEVIERES,LOCAL,LOCAL-LTU-HT,N12Y,12012292,2,L10.264U,PCTT_OUEST,DIRIF,"48,798176","1,913153","48.798176,1.913153",UER_JOUY-EN-JOSAS,,C11,BAT,,"37,026"
829,L10.966F,LTU PONTCHARTRAIN / Local Onduleur,PONTCHARTRAIN_OND,AGER_OUEST_B,N12,Y,"37,026",,,EXPLOI,,Non,CHENNEVIERES,LOCAL,LOCAL-LTU,N12Y,12012292,2,L10.264U,PCTT_OUEST,DIRIF,"48,798176","1,913153","48.798176,1.913153",UER_JOUY-EN-JOSAS,,C11,BAT,,"37,026"
830,L10.967G,LTU PONTCHARTRAIN / Local TGBT Normal,PONTCHARTRAIN_TGBT,AGER_OUEST_B,N12,Y,"37,026",,,EXPLOI,,Non,CHENNEVIERES,LOCAL,LOCAL-LTU,N12Y,12012292,2,L10.264U,PCTT_OUEST,DIRIF,"48,798176","1,913153","48.798176,1.913153",UER_JOUY-EN-JOSAS,,C11,BAT,,"37,026"
831,L10.968H,LTU PONTCHARTRAIN / Local TGBT Secours,PONTCHARTRAIN_TGBTS,AGER_OUEST_B,N12,Y,"37,026",,,EXPLOI,,Non,CHENNEVIERES,LOCAL,LOCAL-LTU,N12Y,12012292,2,L10.264U,PCTT_OUEST,DIRIF,"48,798176","1,913153","48.798176,1.913153",UER_JOUY-EN-JOSAS,,C11,BAT,,"37,026"
832,L10.969J,LTU PONTCHARTRAIN / Local Transformateur,PONTCHARTRAIN_TR,AGER_OUEST_B,N12,Y,"37,026",,,EXPLOI,,Non,CHENNEVIERES,LOCAL,LOCAL-LTU,N12Y,12012292,2,L10.264U,PCTT_OUEST,DIRIF,"48,798176","1,913153","48.798176,1.913153",UER_JOUY-EN-JOSAS,,C11,BAT,,"37,026"
833,L10.971L,Station de Pompage R,SP_R,AGER_OUEST_N,A14,Y,"4,03",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-SP,A14Y,12004518,1,,PCTT_OUEST,DIRIF,"48,903053","2,199058","48.903053,2.199058",UER_NANTERRE,,C4,BAT,,"4,03"
834,L10.972M,Station de Pompage S,SP_S,AGER_OUEST_N,A86OUEST,I,"79,1",,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-SP,A86OUESTI,12005653,1,,PCTT_OUEST,DIRIF,"48,901768","2,203169","48.901768,2.203169",UER_NANTERRE,,C4,BAT,,"79,1"
835,L10.973N,LTU SEVINES / Local GTC,SEVINES_GTC,AGER_OUEST_N,N315,Y,"3,015",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-LTU,N315Y,12005087,2,L10.343N,PCTT_OUEST,DIRIF,"48,931496","2,302694","48.931496,2.302694",UER_NANTERRE,,C11,BAT,,"3,015"
836,L10.974P,LTU SEVINES / Local HT 15kV,SEVINES_HT15,AGER_OUEST_N,N315,Y,"3,015",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-LTU-HT,N315Y,12005087,2,L10.343N,PCTT_OUEST,DIRIF,"48,931496","2,302694","48.931496,2.302694",UER_NANTERRE,,C11,BAT,,"3,015"
837,L10.975R,LTU SEVINES / Local HT 20kV,SEVINES_HT20,AGER_OUEST_N,N315,Y,"3,015",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-LTU-HT,N315Y,12005087,2,L10.343N,PCTT_OUEST,DIRIF,"48,931496","2,302694","48.931496,2.302694",UER_NANTERRE,,C11,BAT,,"3,015"
838,L10.976S,LTU SEVINES / Local HT Distribution,SEVINES_HT,AGER_OUEST_N,N315,Y,"3,015",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-LTU-HT,N315Y,12005087,2,L10.343N,PCTT_OUEST,DIRIF,"48,931496","2,302694","48.931496,2.302694",UER_NANTERRE,,C11,BAT,,"3,015"
839,L10.977T,LTU SEVINES / Local Onduleur,SEVINES_OND,AGER_OUEST_N,N315,Y,"3,015",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-LTU,N315Y,12005087,2,L10.343N,PCTT_OUEST,DIRIF,"48,931496","2,302694","48.931496,2.302694",UER_NANTERRE,,C11,BAT,,"3,015"
840,L10.978U,LTU SEVINES / Local TGBT,SEVINES_TGBT,AGER_OUEST_N,N315,Y,"3,015",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-LTU,N315Y,12005087,2,L10.343N,PCTT_OUEST,DIRIF,"48,931496","2,302694","48.931496,2.302694",UER_NANTERRE,,C11,BAT,,"3,015"
841,L10.979V,LTU SEVINES / Local Transformateur,SEVINES_TR,AGER_OUEST_N,N315,Y,"3,015",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-LTU,N315Y,12005087,2,L10.343N,PCTT_OUEST,DIRIF,"48,931496","2,302694","48.931496,2.302694",UER_NANTERRE,,C11,BAT,,"3,015"
842,L10.981X,LTU SEVINES / Local Ventilation,SEVINES_AF,AGER_OUEST_N,N315,Y,"3,015",,,EXPLOI,,Non,SEVINES,LOCAL,LOCAL-LTU,N315Y,12005087,2,L10.343N,PCTT_OUEST,DIRIF,"48,931496","2,302694","48.931496,2.302694",UER_NANTERRE,,C11,BAT,,"3,015"
843,L10.982Y,Station de Pompage SP1,SP_SP1-RUEIL,AGER_OUEST_B,A86OUEST,I,"75,01",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-SP,A86OUESTI,12012410,1,,PCTT_OUEST,DIRIF,"48,872402","2,157506","48.872402,2.157506",COMMUNE,,C4,BAT,,"75,01"
844,L10.983A,Station de Pompage SP2,SP_SP2-REUIL,AGER_OUEST_B,A86OUEST,E,"76,092",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-SP,A86OUESTE,12011850,1,,PCTT_OUEST,DIRIF,"48,885082","2,165111","48.885082,2.165111",COMMUNE,,C4,BAT,,"76,092"
845,L10.984C,Station de Pompage SP3,SP_SP3-RUEIL,AGER_OUEST_B,A86OUEST,E,"77,004",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-SP,A86OUESTE,12005714,1,,PCTT_OUEST,DIRIF,"48,88616","2,165133","48.886160,2.165133",COMMUNE,,C4,BAT,,"77,004"
846,L10.985D,LTU STADE / Local CA,STADE_CF,AGER_OUEST_B,A86OUEST,E,"75,0266",,,EXPLOI,,Non,LA_JONCHERE,LOCAL,LOCAL-LTU,A86OUESTE,12012405,2,L10.334D,PCTT_OUEST,DIRIF,"48,87422","2,157414","48.874220,2.157414",COMMUNE,,C11,BAT,,"75,0266"
847,L10.986E,LTU STADE / Local COFIROUTE,STADE_COF,AGER_OUEST_B,A86OUEST,E,"75,0266",,,EXPLOI,,Non,LA_JONCHERE,LOCAL,LOCAL-LTU,A86OUESTE,12012405,2,L10.334D,PCTT_OUEST,DIRIF,"48,87422","2,157414","48.874220,2.157414",COMMUNE,,C11,BAT,,"75,0266"
848,L10.987F,LTU STADE / Local Divers n°1,STADE_DIV1,AGER_OUEST_B,A86OUEST,E,"75,0266",,,EXPLOI,,Non,LA_JONCHERE,LOCAL,LOCAL-LTU,A86OUESTE,12012405,2,L10.334D,PCTT_OUEST,DIRIF,"48,87422","2,157414","48.874220,2.157414",COMMUNE,,C11,BAT,,"75,0266"
849,L10.988G,LTU STADE / Local Divers n°2,STADE_DIV2,AGER_OUEST_B,A86OUEST,E,"75,0266",,,EXPLOI,,Non,LA_JONCHERE,LOCAL,LOCAL-LTU,A86OUESTE,12012405,2,L10.334D,PCTT_OUEST,DIRIF,"48,87422","2,157414","48.874220,2.157414",COMMUNE,,C11,BAT,,"75,0266"
850,L10.989H,LTU STADE / Local EDF,STADE_PL,AGER_OUEST_B,A86OUEST,E,"75,0266",,,EXPLOI,,Non,LA_JONCHERE,LOCAL,LOCAL-PL,A86OUESTE,12012405,2,L10.334D,PCTT_OUEST,DIRIF,"48,87422","2,157414","48.874220,2.157414",COMMUNE,,C11,BAT,,"75,0266"
851,L10.991K,LTU STADE / Local GTC,STADE_GTC,AGER_OUEST_B,A86OUEST,E,"75,0266",,,EXPLOI,,Non,LA_JONCHERE,LOCAL,LOCAL-LTU,A86OUESTE,12012405,2,L10.334D,PCTT_OUEST,DIRIF,"48,87422","2,157414","48.874220,2.157414",COMMUNE,,C11,BAT,,"75,0266"
852,L10.992L,LTU STADE / Local HT,STADE_HT,AGER_OUEST_B,A86OUEST,E,"75,0266",,,EXPLOI,,Non,LA_JONCHERE,LOCAL,LOCAL-LTU-HT,A86OUESTE,12012405,2,L10.334D,PCTT_OUEST,DIRIF,"48,87422","2,157414","48.874220,2.157414",COMMUNE,,C11,BAT,,"75,0266"
